
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,

 0.00000, 0.00000, 0.00000,20000.00000, 0.00000, 0.70746, 0.00000,900.00000, 0.70746, 0.00000, 0.00000, 0.00000, 0.00000, 0.01235, 0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 0.10000,90.00000, 0.00000,20000.00000, 0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000, 0.00000,-0.00000,-0.00000, 0.01235, 0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 0.20000,180.00000, 0.00000,20000.00000, 0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000, 0.00000,-0.00000,-0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 0.30000,270.00000, 0.00000,20000.00000, 0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000, 0.00000,-0.00000,-0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 0.40000,360.00000, 0.00000,20000.00000, 0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000,-0.00000,-0.00000,-0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 0.50000,450.00000, 0.00000,20000.00000, 0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000,-0.00000,-0.00000,-0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 0.60000,540.00000,-0.00000,20000.00000,-0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000,-0.00000,-0.00000,-0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 0.70000,630.00000,-0.00000,20000.00000,-0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000,-0.00000,-0.00000,-0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 0.80000,720.00000,-0.00000,20000.00000,-0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000,-0.00000,-0.00000,-0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 0.90000,810.00000,-0.00000,20000.00000,-0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000,-0.00000,-0.00000, 0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 1.00000,900.00000,-0.00000,20000.00000,-0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000,-0.00000,-0.00000, 0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 1.10000,990.00000,-0.00000,20000.00000,-0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000,-0.00000,-0.00000, 0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 1.20000,1080.00000,-0.00000,20000.00000,-0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000,-0.00000,-0.00000, 0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 1.30000,1170.00000,-0.00000,20000.00000,-0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000,-0.00000,-0.00000, 0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 1.40000,1260.00000,-0.00000,20000.00000,-0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000,-0.00000,-0.00000, 0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 1.50000,1350.00000,-0.00000,20000.00000,-0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000,-0.00000,-0.00000,-0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 1.60000,1440.00000,-0.00000,20000.00000,-0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000,-0.00000,-0.00000,-0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
 1.70000,1530.00000,-0.00000,20000.00000,-0.00000, 0.70746,-0.00000,900.00000, 0.70746, 0.00000,-0.00000,-0.00000,-0.00000, 0.01235,-0.00000, 0.99992, 0.86936,514.10633,971.01236,3496.52747,-1.56152, 0.00000, 0.00000,
